,key,class,expire_time_gmt,obs_id,obs_name,valid_time_gmt,day_ind,temp,wx_icon,icon_extd,wx_phrase,pressure_tend,pressure_desc,dewPt,heat_index,rh,pressure,vis,wc,wdir,wdir_cardinal,gust,wspd,max_temp,min_temp,precip_total,precip_hrly,snow_hrly,uv_desc,feels_like,uv_index,qualifier,qualifier_svrty,blunt_phrase,terse_phrase,clds,water_temp,primary_wave_period,primary_wave_height,primary_swell_period,primary_swell_height,primary_swell_direction,secondary_swell_period,secondary_swell_height,secondary_swell_direction,time
23,KNYC,observation,1485672660,KNYC,Nyc/Central Park,1485665460,N,37,26,2600,Cloudy,,,22,37,54,29.58,10,,,,,,39,34,,0,,Low,,0,,,,,OVC,,,,,,,,,,2017-01-28 23:51:00
0,KNYC,observation,1485676260,KNYC,Nyc/Central Park,1485669060,N,37,29,2900,Partly Cloudy,2,Falling Rapidly,22,37,54,29.56,10,37,,CALM,,0,,,,0,,Low,37,0,,,,,FEW,,,,,,,,,,2017-01-29 00:51:00
1,KNYC,observation,1485679860,KNYC,Nyc/Central Park,1485672660,N,37,29,2900,Partly Cloudy,,,22,37,54,29.56,10,33,,VAR,,5,,,,0,,Low,33,0,,,,,CLR,,,,,,,,,,2017-01-29 01:51:00
2,KNYC,observation,1485683460,KNYC,Nyc/Central Park,1485676260,N,37,33,3300,Fair,,,23,37,57,29.55,10,32,,VAR,,6,,,,0,,Low,32,0,,,,,CLR,,,,,,,,,,2017-01-29 02:51:00
3,KNYC,observation,1485687060,KNYC,Nyc/Central Park,1485679860,N,36,29,2900,Partly Cloudy,2,Falling Rapidly,22,36,57,29.54,10,29,240,WSW,,9,,,,0,,Low,29,0,,,,,CLR,,,,,,,,,,2017-01-29 03:51:00
4,KNYC,observation,1485690660,KNYC,Nyc/Central Park,1485683460,N,36,29,2900,Partly Cloudy,,,22,36,57,29.55,10,31,,VAR,,6,,,,0,,Low,31,0,,,,,FEW,,,,,,,,,,2017-01-29 04:51:00
5,KNYC,observation,1485694260,KNYC,Nyc/Central Park,1485687060,N,36,27,2700,Mostly Cloudy,,,22,36,57,29.55,10,36,,VAR,,3,,,,0,,Low,36,0,,,,,BKN,,,,,,,,,,2017-01-29 05:51:00
6,KNYC,observation,1485697860,KNYC,Nyc/Central Park,1485690660,D,37,26,2600,Cloudy,0,Steady,21,37,52,29.55,10,32,,VAR,,7,,,,0,,Low,32,0,,,,,OVC,,,,,,,,,,2017-01-29 06:51:00
7,KNYC,observation,1485701460,KNYC,Nyc/Central Park,1485694260,D,37,26,2600,Cloudy,,,22,37,54,29.56,10,,,,,,,,,0,,Low,,1,,,,,OVC,,,,,,,,,,2017-01-29 07:51:00
8,KNYC,observation,1485705060,KNYC,Nyc/Central Park,1485697860,D,37,26,2600,Cloudy,,,24,37,59,29.58,10,32,,VAR,,6,,,,0,,Low,32,1,,,,,OVC,,,,,,,,,,2017-01-29 08:51:00
9,KNYC,observation,1485708660,KNYC,Nyc/Central Park,1485701460,D,38,34,3400,Fair,1,Rising,21,38,51,29.58,10,32,250,WSW,16,8,,,,0,,Low,32,2,,,,,CLR,,,,,,,,,,2017-01-29 09:51:00
10,KNYC,observation,1485712260,KNYC,Nyc/Central Park,1485705060,D,40,34,3400,Fair,,,16,40,38,29.58,10,36,,VAR,17,6,,,,0,,Low,36,2,,,,,CLR,,,,,,,,,,2017-01-29 10:51:00
11,KNYC,observation,1485715860,KNYC,Nyc/Central Park,1485708660,D,41,34,3400,Fair,,,13,41,32,29.56,10,35,320,NW,18,10,,,,0,,Moderate,35,3,,,,,CLR,,,,,,,,,,2017-01-29 11:51:00
12,KNYC,observation,1485719460,KNYC,Nyc/Central Park,1485712260,D,42,34,3400,Fair,2,Falling Rapidly,12,42,29,29.53,10,35,290,WNW,20,13,,,,0,,Moderate,35,3,,,,,CLR,,,,,,,,,,2017-01-29 12:51:00
13,KNYC,observation,1485723060,KNYC,Nyc/Central Park,1485715860,D,42,34,3400,Fair,,,11,42,28,29.51,10,36,290,WNW,18,10,,,,0,,Low,36,2,,,,,CLR,,,,,,,,,,2017-01-29 13:51:00
14,KNYC,observation,1485726660,KNYC,Nyc/Central Park,1485719460,D,42,34,3400,Fair,,,11,42,28,29.52,10,37,290,WNW,,8,,,,0,,Low,37,1,,,,,CLR,,,,,,,,,,2017-01-29 14:51:00
15,KNYC,observation,1485730260,KNYC,Nyc/Central Park,1485723060,D,42,30,3000,Partly Cloudy,1,Rising Rapidly,14,42,32,29.54,10,39,280,W,,5,,,,0,,Low,39,1,,,,,SCT,,,,,,,,,,2017-01-29 15:51:00
16,KNYC,observation,1485733860,KNYC,Nyc/Central Park,1485726660,D,40,28,2800,Mostly Cloudy,,,14,40,35,29.55,10,40,,CALM,,0,,,,0,,Low,40,1,,,,,BKN,,,,,,,,,,2017-01-29 16:51:00
17,KNYC,observation,1485737460,KNYC,Nyc/Central Park,1485730260,N,39,29,2900,Partly Cloudy,,,15,39,38,29.57,10,39,,VAR,,3,,,,0,,Low,39,0,,,,,SCT,,,,,,,,,,2017-01-29 17:51:00
18,KNYC,observation,1485741060,KNYC,Nyc/Central Park,1485733860,N,39,33,3300,Fair,1,Rising,16,39,39,29.58,10,33,260,W,,9,,,,0,,Low,33,0,,,,,CLR,,,,,,,,,,2017-01-29 18:51:00
19,KNYC,observation,1485744660,KNYC,Nyc/Central Park,1485737460,N,39,27,2700,Mostly Cloudy,,,16,39,39,29.58,10,34,250,WSW,,7,,,,0,,Low,34,0,,,,,BKN,,,,,,,,,,2017-01-29 19:51:00
20,KNYC,observation,1485748260,KNYC,Nyc/Central Park,1485741060,N,39,26,2600,Cloudy,,,17,39,41,29.58,10,39,270,W,,3,,,,0,,Low,39,0,,,,,OVC,,,,,,,,,,2017-01-29 20:51:00
21,KNYC,observation,1485751860,KNYC,Nyc/Central Park,1485744660,N,37,33,3300,Fair,2,Falling Rapidly,18,37,46,29.57,10,33,,VAR,,5,,,,0,,Low,33,0,,,,,CLR,,,,,,,,,,2017-01-29 21:51:00
22,KNYC,observation,1485755460,KNYC,Nyc/Central Park,1485748260,N,36,33,3300,Fair,,,19,36,50,29.58,10,36,,VAR,,3,,,,0,,Low,36,0,,,,,CLR,,,,,,,,,,2017-01-29 22:51:00
23,KNYC,observation,1485759060,KNYC,Nyc/Central Park,1485751860,N,36,33,3300,Fair,,,19,36,50,29.58,10,36,,CALM,,0,43,35,,0,,Low,36,0,,,,,CLR,,,,,,,,,,2017-01-29 23:51:00
0,KNYC,observation,1485762660,KNYC,Nyc/Central Park,1485755460,N,35,27,2700,Mostly Cloudy,1,Rising,19,35,52,29.58,10,35,,CALM,,0,,,,0,,Low,35,0,,,,,BKN,,,,,,,,,,2017-01-30 00:51:00
1,KNYC,observation,1485766260,KNYC,Nyc/Central Park,1485759060,N,35,26,2600,Cloudy,,,18,35,50,29.58,10,29,,VAR,,7,,,,0,,Low,29,0,,,,,OVC,,,,,,,,,,2017-01-30 01:51:00
2,KNYC,observation,1485769860,KNYC,Nyc/Central Park,1485762660,N,34,26,2600,Cloudy,,,18,34,52,29.58,10,34,,VAR,,3,,,,0,,Low,34,0,,,,,OVC,,,,,,,,,,2017-01-30 02:51:00
3,KNYC,observation,1485773460,KNYC,Nyc/Central Park,1485766260,N,32,26,2600,Cloudy,1,Rising Rapidly,19,32,59,29.59,10,32,,CALM,,0,,,,0,,Low,32,0,,,,,OVC,,,,,,,,,,2017-01-30 03:51:00
4,KNYC,observation,1485777060,KNYC,Nyc/Central Park,1485769860,N,32,26,2600,Cloudy,,,19,32,59,29.6,10,32,70,ENE,,3,,,,0,,Low,32,0,,,,,OVC,,,,,,,,,,2017-01-30 04:51:00
5,KNYC,observation,1485780660,KNYC,Nyc/Central Park,1485773460,N,32,33,3300,Fair,,,17,32,54,29.6,10,26,40,NE,,7,,,,0,,Low,26,0,,,,,CLR,,,,,,,,,,2017-01-30 05:51:00
6,KNYC,observation,1485784260,KNYC,Nyc/Central Park,1485777060,D,32,28,2800,Mostly Cloudy,1,Rising,17,32,54,29.61,10,32,,VAR,,3,,,,0,,Low,32,0,,,,,BKN,,,,,,,,,,2017-01-30 06:51:00
7,KNYC,observation,1485787860,KNYC,Nyc/Central Park,1485780660,D,32,26,2600,Cloudy,,,13,32,45,29.61,10,26,,VAR,16,7,,,,0,,Low,26,1,,,,,OVC,,,,,,,,,,2017-01-30 07:51:00
8,KNYC,observation,1485791460,KNYC,Nyc/Central Park,1485784260,D,33,26,2600,Cloudy,,,13,33,43,29.63,10,29,,VAR,,5,,,,0,,Low,29,1,,,,,OVC,,,,,,,,,,2017-01-30 08:51:00
9,KNYC,observation,1485795060,KNYC,Nyc/Central Park,1485787860,D,34,26,2600,Cloudy,1,Rising Rapidly,12,34,40,29.64,10,34,,CALM,,0,,,,0,,Low,34,1,,,,,BKN,,,,,,,,,,2017-01-30 09:51:00
10,KNYC,observation,1485798660,KNYC,Nyc/Central Park,1485791460,D,34,26,2600,Cloudy,,,10,34,37,29.65,10,27,310,NW,17,9,,,,0,,Low,27,1,,,,,OVC,,,,,,,,,,2017-01-30 10:51:00
11,KNYC,observation,1485802260,KNYC,Nyc/Central Park,1485795060,D,34,26,2600,Cloudy,,,9,34,35,29.64,10,27,300,WNW,17,9,,,,0,,Low,27,2,,,,,BKN,,,,,,,,,,2017-01-30 11:51:00
12,KNYC,observation,1485805860,KNYC,Nyc/Central Park,1485798660,D,35,28,2800,Mostly Cloudy,2,Falling Rapidly,11,35,37,29.62,10,29,310,NW,,8,,,,0,,Low,29,2,,,,,BKN,,,,,,,,,,2017-01-30 12:51:00
13,KNYC,observation,1485809460,KNYC,Nyc/Central Park,1485802260,D,36,34,3400,Fair,,,9,36,33,29.61,10,28,320,NW,17,12,,,,0,,Low,28,2,,,,,CLR,,,,,,,,,,2017-01-30 13:51:00
14,KNYC,observation,1485813060,KNYC,Nyc/Central Park,1485805860,D,36,34,3400,Fair,,,9,36,33,29.62,10,28,310,NW,,10,,,,0,,Low,28,1,,,,,FEW,,,,,,,,,,2017-01-30 14:51:00
15,KNYC,observation,1485816660,KNYC,Nyc/Central Park,1485809460,D,36,34,3400,Fair,1,Rising Rapidly,8,36,31,29.64,10,28,310,NW,18,10,,,,0,,Low,28,1,,,,,CLR,,,,,,,,,,2017-01-30 15:51:00
16,KNYC,observation,1485820260,KNYC,Nyc/Central Park,1485813060,D,35,34,3400,Fair,,,9,35,34,29.67,10,29,,VAR,,7,,,,0,,Low,29,1,,,,,CLR,,,,,,,,,,2017-01-30 16:51:00
17,KNYC,observation,1485823860,KNYC,Nyc/Central Park,1485816660,N,34,33,3300,Fair,,,7,34,32,29.7,10,27,310,NW,,8,,,,0,,Low,27,0,,,,,CLR,,,,,,,,,,2017-01-30 17:51:00
18,KNYC,observation,1485827460,KNYC,Nyc/Central Park,1485820260,N,33,33,3300,Fair,1,Rising Rapidly,8,33,35,29.73,10,27,310,NW,,7,,,,0,,Low,27,0,,,,,CLR,,,,,,,,,,2017-01-30 18:51:00
19,KNYC,observation,1485831060,KNYC,Nyc/Central Park,1485823860,N,32,33,3300,Fair,,,9,32,38,29.76,10,26,310,NW,,7,,,,0,,Low,26,0,,,,,CLR,,,,,,,,,,2017-01-30 19:51:00
20,KNYC,observation,1485834660,KNYC,Nyc/Central Park,1485827460,N,32,33,3300,Fair,,,9,32,38,29.78,10,32,,VAR,,3,,,,0,,Low,32,0,,,,,CLR,,,,,,,,,,2017-01-30 20:51:00
21,KNYC,observation,1485838260,KNYC,Nyc/Central Park,1485831060,N,31,26,2600,Cloudy,1,Rising,8,31,38,29.8,10,,,,,,,,,0,,Low,,0,,,,,OVC,,,,,,,,,,2017-01-30 21:51:00
22,KNYC,observation,1485841860,KNYC,Nyc/Central Park,1485834660,N,31,26,2600,Cloudy,,,8,31,38,29.82,10,23,310,NW,,9,,,,0,,Low,23,0,,,,,OVC,,,,,,,,,,2017-01-30 22:51:00
23,KNYC,observation,1485845460,KNYC,Nyc/Central Park,1485838260,N,30,29,2900,Partly Cloudy,,,7,30,38,29.81,10,24,300,WNW,,6,37,30,,0,,Low,24,0,,,,,SCT,,,,,,,,,,2017-01-30 23:51:00
0,KNYC,observation,1485849060,KNYC,Nyc/Central Park,1485841860,N,30,29,2900,Partly Cloudy,1,Rising,7,30,38,29.82,10,,,,,,,,,0,,Low,,0,,,,,CLR,,,,,,,,,,2017-01-31 00:51:00
1,KNYC,observation,1485852660,KNYC,Nyc/Central Park,1485845460,N,29,33,3300,Fair,,,7,29,40,29.81,10,29,,VAR,,3,,,,0,,Low,29,0,,,,,FEW,,,,,,,,,,2017-01-31 01:51:00
2,KNYC,observation,1485856260,KNYC,Nyc/Central Park,1485849060,N,28,27,2700,Mostly Cloudy,,,9,28,45,29.85,10,28,,VAR,,3,,,,0,,Low,28,0,,,,,BKN,,,,,,,,,,2017-01-31 02:51:00
3,KNYC,observation,1485859860,KNYC,Nyc/Central Park,1485852660,N,27,26,2600,Cloudy,1,Rising Rapidly,10,27,49,29.85,10,22,,VAR,,5,,,,0,,Low,22,0,,,,,OVC,,,,,,,,,,2017-01-31 03:51:00
4,KNYC,observation,1485863460,KNYC,Nyc/Central Park,1485856260,N,27,26,2600,Cloudy,,,10,27,49,29.83,10,22,330,NNW,,5,,,,0,,Low,22,0,,,,,OVC,,,,,,,,,,2017-01-31 04:51:00
5,KNYC,observation,1485867060,KNYC,Nyc/Central Park,1485859860,N,26,26,2600,Cloudy,,,10,26,51,29.82,10,26,60,ENE,,3,,,,0,,Low,26,0,,,,,BKN,,,,,,,,,,2017-01-31 05:51:00
6,KNYC,observation,1485870660,KNYC,Nyc/Central Park,1485863460,D,27,28,2800,Mostly Cloudy,2,Falling,12,27,53,29.81,10,27,,CALM,,0,,,,0,,Low,27,0,,,,,FEW,,,,,,,,,,2017-01-31 06:51:00
7,KNYC,observation,1485874260,KNYC,Nyc/Central Park,1485867060,D,28,26,2600,Cloudy,,,13,28,53,29.8,10,22,180,S,,6,,,,0,,Low,22,1,,,,,BKN,,,,,,,,,,2017-01-31 07:51:00
8,KNYC,observation,1485876480,KNYC,Nyc/Central Park,1485869280,D,29,26,2600,Cloudy,,,18,29,64,29.79,10,22,180,S,,7,,,,0,,Low,22,1,,,,,BKN,,,,,,,,,,2017-01-31 08:28:00
9,KNYC,observation,1485877020,KNYC,Nyc/Central Park,1485869820,D,29,28,2800,Mostly Cloudy,,,17,29,61,29.79,10,29,,VAR,,3,,,,0,,Low,29,1,,,,,BKN,,,,,,,,,,2017-01-31 08:37:00
10,KNYC,observation,1485877860,KNYC,Nyc/Central Park,1485870660,D,30,26,2600,Cloudy,,,17,30,59,29.79,10,30,,VAR,,3,,,,0,,Low,30,1,,,,,OVC,,,,,,,,,,2017-01-31 08:51:00
11,KNYC,observation,1485881460,KNYC,Nyc/Central Park,1485874260,D,31,14,1601,Light Snow,2,Falling Rapidly,17,31,57,29.77,6,,,,,,,,,0.0,,Low,,1,,,,,OVC,,,,,,,,,,2017-01-31 09:51:00
12,KNYC,observation,1485882660,KNYC,Nyc/Central Park,1485875460,D,29,14,1601,Light Snow,,,18,29,64,29.79,1,23,,VAR,,6,,,,0.0,,Low,23,1,,,,,OVC,,,,,,,,,,2017-01-31 10:11:00
13,KNYC,observation,1485883200,KNYC,Nyc/Central Park,1485876000,D,29,14,1601,Light Snow,,,19,29,67,29.79,0.75,,,,,,,,,0.0,,Low,,1,,,,,OVC,,,,,,,,,,2017-01-31 10:20:00
14,KNYC,observation,1485885060,KNYC,Nyc/Central Park,1485877860,D,28,16,1600,Snow,,,23,28,81,29.77,0.5,23,,VAR,,5,,,,0.01,,Low,23,1,,,,,OVC,,,,,,,,,,2017-01-31 10:51:00
15,KNYC,observation,1485887160,KNYC,Nyc/Central Park,1485879960,D,27,14,1601,Light Snow,,,24,27,89,29.74,0.25,20,210,SSW,,6,,,,0.01,,Low,20,1,,,,,OVC,,,,,,,,,,2017-01-31 11:26:00
16,KNYC,observation,1485888660,KNYC,Nyc/Central Park,1485881460,D,28,14,1601,Light Snow,,,23,28,81,29.72,0.75,28,,VAR,,3,,,,0.02,,Low,28,1,,,,,OVC,,,,,,,,,,2017-01-31 11:51:00
17,KNYC,observation,1485889020,KNYC,Nyc/Central Park,1485881820,D,28,14,1601,Light Snow,,,23,28,81,29.71,2,23,,VAR,,5,,,,0.0,,Low,23,1,,,,,OVC,,,,,,,,,,2017-01-31 11:57:00
18,KNYC,observation,1485889440,KNYC,Nyc/Central Park,1485882240,D,29,26,2600,Cloudy,,,23,29,78,29.71,7,29,,VAR,,3,,,,0.0,,Low,29,1,,,,,OVC,,,,,,,,,,2017-01-31 12:04:00
19,KNYC,observation,1485890040,KNYC,Nyc/Central Park,1485882840,D,29,26,2600,Cloudy,,,23,29,78,29.7,7,,,,,,,,,0.0,,Low,,1,,,,,OVC,,,,,,,,,,2017-01-31 12:14:00
20,KNYC,observation,1485891000,KNYC,Nyc/Central Park,1485883800,D,29,14,1601,Light Snow,,,23,29,78,29.68,1,22,,VAR,,7,,,,0.0,,Low,22,1,,,,,OVC,,,,,,,,,,2017-01-31 12:30:00
21,KNYC,observation,1485891600,KNYC,Nyc/Central Park,1485884400,D,29,16,1600,Snow,,,24,29,82,29.67,0.5,29,,VAR,,3,,,,0.0,,Low,29,1,,,,,OVC,,,,,,,,,,2017-01-31 12:40:00
22,KNYC,observation,1485892260,KNYC,Nyc/Central Park,1485885060,D,29,14,1601,Light Snow,2,Falling Rapidly,25,29,85,29.66,0.5,22,80,E,,7,,,,0.0,,Low,22,1,,,,,OVC,,,,,,,,,,2017-01-31 12:51:00
23,KNYC,observation,1485895860,KNYC,Nyc/Central Park,1485888660,D,29,14,1601,Light Snow,,,26,29,89,29.62,0.5,20,70,ENE,,9,,,,0.02,,Low,20,1,,,,,OVC,,,,,,,,,,2017-01-31 13:51:00
24,KNYC,observation,1485896880,KNYC,Nyc/Central Park,1485889680,D,29,14,1601,Light Snow,,,25,29,85,29.62,1,22,70,ENE,,7,,,,0.0,,Low,22,1,,,,,OVC,,,,,,,,,,2017-01-31 14:08:00
25,KNYC,observation,1485897540,KNYC,Nyc/Central Park,1485890340,D,30,14,1601,Light Snow,,,26,30,85,29.62,1,25,70,ENE,,5,,,,0.0,,Low,25,1,,,,,OVC,,,,,,,,,,2017-01-31 14:19:00
26,KNYC,observation,1485897900,KNYC,Nyc/Central Park,1485890700,D,30,14,1601,Light Snow,,,26,30,85,29.61,0.75,24,,VAR,,6,,,,0.01,,Low,24,1,,,,,OVC,,,,,,,,,,2017-01-31 14:25:00
27,KNYC,observation,1485898740,KNYC,Nyc/Central Park,1485891540,D,29,14,1601,Light Snow,,,26,29,89,29.6,1,20,70,ENE,,9,,,,0.01,,Low,20,1,,,,,OVC,,,,,,,,,,2017-01-31 14:39:00
28,KNYC,observation,1485899280,KNYC,Nyc/Central Park,1485892080,D,30,14,1601,Light Snow,,,27,30,86,29.6,1,24,,VAR,,6,,,,0.01,,Low,24,1,,,,,OVC,,,,,,,,,,2017-01-31 14:48:00
29,KNYC,observation,1485899460,KNYC,Nyc/Central Park,1485892260,D,30,14,1601,Light Snow,,,26,30,85,29.6,1,22,90,E,,9,,,,0.01,,Low,22,1,,,,,OVC,,,,,,,,,,2017-01-31 14:51:00
30,KNYC,observation,1485900060,KNYC,Nyc/Central Park,1485892860,D,30,14,1601,Light Snow,,,26,30,85,29.6,2,23,100,E,,7,,,,0.0,,Low,23,1,,,,,OVC,,,,,,,,,,2017-01-31 15:01:00
31,KNYC,observation,1485901740,KNYC,Nyc/Central Park,1485894540,D,30,14,1601,Light Snow,,,27,30,88,29.6,3,23,60,ENE,,7,,,,0.0,,Low,23,1,,,,,OVC,,,,,,,,,,2017-01-31 15:29:00
32,KNYC,observation,1485902640,KNYC,Nyc/Central Park,1485895440,D,30,14,1601,Light Snow,,,26,30,85,29.61,3,22,70,ENE,,8,,,,0.0,,Low,22,1,,,,,OVC,,,,,,,,,,2017-01-31 15:44:00
33,KNYC,observation,1485903060,KNYC,Nyc/Central Park,1485895860,D,30,26,2600,Cloudy,0,Steady,26,30,85,29.61,4,23,60,ENE,,7,,,,0.0,,Low,23,1,,,,,OVC,,,,,,,,,,2017-01-31 15:51:00
34,KNYC,observation,1485903720,KNYC,Nyc/Central Park,1485896520,D,30,26,2600,Cloudy,,,26,30,85,29.61,6,25,70,ENE,,5,,,,0,,Low,25,1,,,,,OVC,,,,,,,,,,2017-01-31 16:02:00
35,KNYC,observation,1485906660,KNYC,Nyc/Central Park,1485899460,D,31,26,2600,Cloudy,,,26,31,82,29.64,7,25,60,ENE,,6,,,,0,,Low,25,1,,,,,OVC,,,,,,,,,,2017-01-31 16:51:00
36,KNYC,observation,1485910260,KNYC,Nyc/Central Park,1485903060,N,31,26,2600,Cloudy,,,27,31,85,29.66,10,26,,VAR,,5,,,,0,,Low,26,0,,,,,OVC,,,,,,,,,,2017-01-31 17:51:00
37,KNYC,observation,1485913860,KNYC,Nyc/Central Park,1485906660,N,31,26,2600,Cloudy,1,Rising,27,31,85,29.67,10,31,,CALM,,0,,,,0,,Low,31,0,,,,,OVC,,,,,,,,,,2017-01-31 18:51:00
38,KNYC,observation,1485917460,KNYC,Nyc/Central Park,1485910260,N,31,27,2700,Mostly Cloudy,,,27,31,85,29.68,9,26,40,NE,,5,,,,0,,Low,26,0,,,,,BKN,,,,,,,,,,2017-01-31 19:51:00
39,KNYC,observation,1485921060,KNYC,Nyc/Central Park,1485913860,N,31,29,2900,Partly Cloudy,,,28,31,89,29.68,7,31,,CALM,,0,,,,0,,Low,31,0,,,,,SCT,,,,,,,,,,2017-01-31 20:51:00
40,KNYC,observation,1485924660,KNYC,Nyc/Central Park,1485917460,N,31,27,2700,Mostly Cloudy,1,Rising Rapidly,28,31,89,29.69,6,31,,CALM,,0,,,,0,,Low,31,0,,,,,BKN,,,,,,,,,,2017-01-31 21:51:00
41,KNYC,observation,1485928260,KNYC,Nyc/Central Park,1485921060,N,32,26,2600,Cloudy,,,28,32,85,29.69,7,32,320,NW,,3,,,,0,,Low,32,0,,,,,OVC,,,,,,,,,,2017-01-31 22:51:00
42,KNYC,observation,1485931860,KNYC,Nyc/Central Park,1485924660,N,34,26,2600,Cloudy,,,29,34,82,29.68,7,34,,CALM,,0,34,26,,0,,Low,34,0,,,,,OVC,,,,,,,,,,2017-01-31 23:51:00
0,KNYC,observation,1485935460,KNYC,Nyc/Central Park,1485928260,N,34,26,2600,Cloudy,1,Rising Rapidly,29,34,82,29.69,7,34,,CALM,,0,,,,0,,Low,34,0,,,,,OVC,,,,,,,,,,2017-02-01 00:51:00
1,KNYC,observation,1485939060,KNYC,Nyc/Central Park,1485931860,N,34,33,3300,Fair,,,29,34,82,29.7,8,34,,CALM,,0,,,,0,,Low,34,0,,,,,FEW,,,,,,,,,,2017-02-01 01:51:00
2,KNYC,observation,1485942660,KNYC,Nyc/Central Park,1485935460,N,35,27,2700,Mostly Cloudy,,,28,35,76,29.7,9,35,,VAR,,3,,,,0,,Low,35,0,,,,,BKN,,,,,,,,,,2017-02-01 02:51:00
3,KNYC,observation,1485946260,KNYC,Nyc/Central Park,1485939060,N,37,26,2600,Cloudy,1,Rising Rapidly,27,37,67,29.71,10,32,,VAR,,7,,,,0,,Low,32,0,,,,,OVC,,,,,,,,,,2017-02-01 03:51:00
4,KNYC,observation,1485949860,KNYC,Nyc/Central Park,1485942660,N,40,26,2600,Cloudy,,,26,40,58,29.71,10,33,250,WSW,17,10,,,,0,,Low,33,0,,,,,CLR,,,,,,,,,,2017-02-01 04:51:00
5,KNYC,observation,1485953460,KNYC,Nyc/Central Park,1485946260,N,40,29,2900,Partly Cloudy,,,26,40,58,29.74,10,,,,,,,,,0,,Low,,0,,,,,CLR,,,,,,,,,,2017-02-01 05:51:00
6,KNYC,observation,1485957060,KNYC,Nyc/Central Park,1485949860,D,42,26,2600,Cloudy,1,Rising Rapidly,26,42,53,29.75,10,37,240,WSW,,8,,,0.06,0,,Low,37,0,,,,,OVC,,,,,,,,,,2017-02-01 06:51:00
7,KNYC,observation,1485960660,KNYC,Nyc/Central Park,1485953460,D,41,34,3400,Fair,,,27,41,57,29.76,10,,,,,,,,,0,,Low,,1,,,,,CLR,,,,,,,,,,2017-02-01 07:51:00
8,KNYC,observation,1485964260,KNYC,Nyc/Central Park,1485957060,D,42,34,3400,Fair,,,25,42,51,29.78,10,36,270,W,17,10,,,,0,,Low,36,1,,,,,CLR,,,,,,,,,,2017-02-01 08:51:00
9,KNYC,observation,1485967860,KNYC,Nyc/Central Park,1485960660,D,42,34,3400,Fair,1,Rising,25,42,51,29.79,10,38,270,W,,6,,,,0,,Low,38,2,,,,,CLR,,,,,,,,,,2017-02-01 09:51:00
10,KNYC,observation,1485971460,KNYC,Nyc/Central Park,1485964260,D,43,34,3400,Fair,,,23,43,45,29.79,10,39,,VAR,23,6,,,,0,,Low,39,2,,,,,CLR,,,,,,,,,,2017-02-01 10:51:00
11,KNYC,observation,1485975060,KNYC,Nyc/Central Park,1485967860,D,44,26,2600,Cloudy,,,25,44,47,29.77,10,,,,,,,,,0,,Low,,1,,,,,OVC,,,,,,,,,,2017-02-01 11:51:00
12,KNYC,observation,1485978660,KNYC,Nyc/Central Park,1485971460,D,46,28,2800,Mostly Cloudy,2,Falling Rapidly,24,46,42,29.75,10,43,,VAR,,6,,,,0,,Low,43,2,,,,,BKN,,,,,,,,,,2017-02-01 12:51:00
13,KNYC,observation,1485982260,KNYC,Nyc/Central Park,1485975060,D,47,26,2600,Cloudy,,,24,47,41,29.73,10,42,280,W,17,10,,,,0,,Low,42,1,,,,,BKN,,,,,,,,,,2017-02-01 13:51:00
14,KNYC,observation,1485985860,KNYC,Nyc/Central Park,1485978660,D,47,26,2600,Cloudy,,,23,47,39,29.75,10,45,,VAR,,5,,,,0,,Low,45,1,,,,,OVC,,,,,,,,,,2017-02-01 14:51:00
15,KNYC,observation,1485989460,KNYC,Nyc/Central Park,1485982260,D,46,26,2600,Cloudy,1,Rising Rapidly,26,46,46,29.77,10,43,,VAR,22,6,,,,0,,Low,43,1,,,,,OVC,,,,,,,,,,2017-02-01 15:51:00
16,KNYC,observation,1485993060,KNYC,Nyc/Central Park,1485985860,D,44,34,3400,Fair,,,28,44,53,29.79,10,40,,VAR,,7,,,,0,,Low,40,1,,,,,FEW,,,,,,,,,,2017-02-01 16:51:00
17,KNYC,observation,1485996660,KNYC,Nyc/Central Park,1485989460,N,44,33,3300,Fair,,,28,44,53,29.82,10,44,,CALM,,0,,,,0,,Low,44,0,,,,,CLR,,,,,,,,,,2017-02-01 17:51:00
18,KNYC,observation,1486000260,KNYC,Nyc/Central Park,1485993060,N,43,26,2600,Cloudy,1,Rising Rapidly,28,43,56,29.85,10,38,300,WNW,20,8,,,,0,,Low,38,0,,,,,OVC,,,,,,,,,,2017-02-01 18:51:00
19,KNYC,observation,1486003860,KNYC,Nyc/Central Park,1485996660,N,42,26,2600,Cloudy,,,29,42,60,29.85,10,42,,CALM,,0,,,,0,,Low,42,0,,,,,OVC,,,,,,,,,,2017-02-01 19:51:00
20,KNYC,observation,1486007460,KNYC,Nyc/Central Park,1486000260,N,42,26,2600,Cloudy,,,27,42,55,29.87,10,39,,VAR,,5,,,,0,,Low,39,0,,,,,OVC,,,,,,,,,,2017-02-01 20:51:00
21,KNYC,observation,1486011060,KNYC,Nyc/Central Park,1486003860,N,41,26,2600,Cloudy,1,Rising Rapidly,28,41,60,29.89,10,35,290,WNW,,10,,,,0,,Low,35,0,,,,,FEW,,,,,,,,,,2017-02-01 21:51:00
